gene	C100	C141	C142	C143	C144	C145	C146	C148	C149	C152	C51	C52
PPP2R5C	3280	2892	2809	7399	197	2900	332	1084	1430	1415	2880	1261
AL137779.2	1	67	45	19	0	9	3	1	6	22	3	0
AL137779.1	50	1	0	2	0	1	0	0	0	0	3	0
AL118558.3	75	225	162	555	6	172	53	50	52	55	84	47
AL118558.4	26	8	8	10	0	5	3	1	1	4	11	12
DYNC1H1	2633	5011	4566	14198	279	5257	727	2185	986	1980	1889	975
HSP90AA1	34041	43638	56174	227251	3167	62369	11983	18353	16365	31461	30614	21648
WDR20	346	683	603	1302	37	464	88	244	141	225	315	120
MOK	46	328	309	224	17	316	215	354	68	101	84	48
ZNF839	127	186	225	160	7	80	34	61	28	76	116	70
CINP	1054	2499	1989	3494	99	1466	149	424	312	857	1474	930
TECPR2	160	442	418	643	21	254	131	148	71	121	103	63
ANKRD9	195	399	361	1409	34	689	153	348	341	145	218	64
LINC02323	9	14	13	80	0	14	6	23	13	25	1	1
RCOR1	1381	1366	1365	2804	47	905	130	524	202	356	850	494
AL132801.1	0	8	3	1	1	5	2	3	0	0	0	0
TRAF3	234	907	621	3050	53	749	260	376	163	503	339	186
AMN	6	57	39	125	12	66	36	322	289	150	2	1
CDC42BPB	1001	1930	1994	1231	45	703	105	457	185	220	1096	586
AL117209.1	1	9	8	8	0	0	1	1	1	1	1	0
LBHD2	54	27	22	11	0	3	0	1	0	0	94	94
EXOC3L4	17	124	103	42	5	37	7	24	10	6	21	29
LINC00677	2	3	2	17	0	8	4	4	1	2	2	2
TNFAIP2	4127	7316	5166	20192	305	4220	1950	1247	556	938	3484	2077
LINC00605	0	0	0	0	0	0	0	0	0	0	0	0
AL161669.3	0	0	1	1	0	0	0	0	0	0	0	0
AL138976.2	12	5	2	14	0	10	2	1	4	5	7	2
EIF5	4115	9340	9439	17670	329	7866	1260	3004	2237	4713	4098	2466
MARK3	1103	2033	1742	5624	104	2002	432	801	590	849	952	496
CKB	29	879	864	1051	87	1094	602	1377	1397	550	121	24
AL133367.1	16	35	31	20	0	19	3	5	5	2	13	13
TRMT61A	328	583	475	862	14	332	65	251	106	191	255	130
AL139300.2	0	0	0	1	0	1	0	1	1	0	0	0
BAG5	1103	1161	1151	1967	52	946	94	419	220	431	939	587
KLC1	835	1063	921	2853	84	1015	236	463	373	548	702	321
AL139300.1	0	0	0	0	0	0	0	0	0	0	1	0
APOPT1	1231	622	597	1759	33	765	86	295	221	358	1691	901
AL049840.1	203	8	9	20	1	6	3	1	0	4	48	14
AL049840.2	11	4	9	3	0	6	1	0	3	4	8	8
XRCC3	59	122	89	155	6	74	8	43	19	118	38	19
ZFYVE21	1026	1455	1658	1762	78	805	99	564	355	312	1356	657
PPP1R13B	127	158	129	164	7	84	45	129	55	73	64	38
LINC00637	0	1	0	0	0	0	1	0	0	0	0	2
AL132712.1	0	1	0	1	1	5	3	2	0	0	0	0
AL132712.2	0	0	0	0	0	0	0	0	0	1	0	0
ATP5MPL	14190	15552	15769	35236	558	14466	1250	4779	2691	7508	29280	20511
TDRD9	138	77	257	288	7	58	26	32	17	9	64	71
RD3L	0	0	0	0	0	0	0	0	0	0	0	0
ASPG	3	9	9	37	1	27	1	143	44	35	0	0
AL359399.1	0	0	0	0	0	0	0	0	1	0	0	0
KIF26A	0	0	0	5	0	4	1	0	1	2	0	0
AL590079.1	0	0	0	1	0	0	0	0	0	0	0	0
AL512357.1	0	0	0	0	0	0	0	0	0	0	0	0
TMEM179	0	0	0	0	0	0	0	0	0	1	0	0
C14orf180	0	0	0	0	0	0	0	0	0	0	0	0
BX927359.1	0	0	0	0	0	0	0	0	0	0	0	0
AL583722.3	0	1	0	3	0	1	0	0	0	1	0	0
LINC02280	2	1	1	1	0	1	0	0	1	1	0	4
AL583722.1	0	18	13	2	0	14	1	18	3	6	1	0
INF2	1070	1672	1425	3275	72	1454	263	634	356	455	913	402
AL583722.4	4	1	0	14	0	9	0	1	6	1	0	0
ADSSL1	15	122	81	97	7	62	21	68	32	23	40	65
SIVA1	2252	6564	5484	7525	236	2547	371	1725	894	2743	4754	2452
AKT1	977	1724	1465	2996	88	1174	237	743	411	500	797	365
AL583722.2	2	3	2	1	1	4	0	1	1	2	0	0
ZBTB42	66	248	182	398	12	158	24	129	58	56	60	30
LINC00638	23	6	11	7	0	1	2	2	0	0	2	3
AL583810.2	6	1	0	1	0	3	2	0	0	0	2	0
AL583810.1	2	2	0	3	0	2	4	1	1	3	1	1
CEP170B	45	208	227	340	8	212	86	358	144	158	91	31
AL583810.3	0	0	0	0	0	0	0	0	0	0	0	0
PLD4	179	904	461	223	65	298	53	208	34	25	34	5
AHNAK2	5	49	62	303	5	235	56	523	290	371	7	15
CLBA1	40	131	140	91	3	144	130	137	41	49	41	25
CDCA4	231	433	411	1487	37	387	60	183	174	468	156	87
GPR132	101	372	256	1637	38	624	187	143	268	180	37	4
LINC02298	5	7	5	11	2	14	11	10	6	7	3	1
JAG2	26	41	43	91	9	44	25	22	16	11	8	8
NUDT14	1283	1489	2421	6067	100	1922	434	1312	454	196	1373	334
BRF1	198	468	417	815	18	257	90	181	111	204	169	74
BTBD6	497	443	449	982	31	450	70	303	139	225	389	168
PACS2	694	847	802	1280	40	875	105	351	185	150	536	290
TEX22	20	21	52	35	0	25	3	10	6	7	8	5
AL928654.1	6	18	18	21	2	11	3	6	2	13	17	5
MTA1	310	776	656	1453	55	519	108	581	287	445	240	136
AL928654.2	0	1	0	0	0	0	0	1	0	0	0	0
CRIP2	51	231	305	737	47	1303	176	1873	285	345	107	16
CRIP1	9611	8264	9328	8741	1358	11672	777	2076	1173	3238	104259	28366
AL928654.3	0	5	10	16	1	6	1	7	3	4	1	0
TEDC1	220	366	362	912	22	373	67	263	110	411	324	118
TMEM121	5	49	28	55	6	17	13	17	31	36	6	1
IGHA2	8	17	1	571	11	278	46	8	33	1448	1	0
IGHE	0	1	0	24	0	0	0	0	1	1	0	0
IGHG4	1487	55	55	6746	0	181	91	45	14	62345	0	0
IGHG2	4	128	6	2969	2	20	495	1	23	3183	0	2
AL928742.1	0	4	0	2	0	2	2	0	6	1	0	0
IGHGP	0	0	0	49	0	3	28	5	0	21	0	0
IGHA1	20	242	42	11345	25	2113	19	2890	91	52696	11	28
IGHEP1	0	0	0	0	0	0	0	0	0	4	0	0
IGHG1	551	79	201	22236	3	575	266	382	30	161566	2	2
IGHG3	4	51	5	6369	4	382	9	493	13	373	1	6
IGHD	16	8	4	13	0	4	0	0	0	2	2	0
IGHM	59	213	79	17104	42	2338	2673	541	20	8562	12	0
IGHJ6	0	0	0	1	0	0	0	0	0	2	0	0
IGHJ3P	0	0	0	0	0	0	0	0	0	0	0	0
IGHJ5	0	0	0	0	0	0	0	0	0	0	0	0
IGHJ4	0	0	0	1	0	0	0	0	0	0	0	0
IGHJ3	0	0	0	0	0	0	0	0	0	0	0	0
IGHJ2P	0	0	1	0	0	0	0	0	0	1	0	0
IGHJ2	0	0	0	0	0	0	0	0	0	0	0	0
IGHJ1	0	0	0	0	0	0	0	0	0	0	0	0
IGHD7-27	0	0	0	0	0	0	0	0	0	0	0	0
IGHJ1P	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1-26	0	0	0	0	0	0	0	0	0	0	0	0
IGHD6-25	0	0	0	0	0	0	0	0	0	0	0	0
IGHD5-24	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-23	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3-22	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2-21	0	0	0	0	0	0	0	0	0	0	0	0
AC246787.2	0	1	5	18	0	3	0	2	0	39	0	0
IGHD1-20	0	0	0	0	0	0	0	0	0	0	0	0
IGHD6-19	0	0	0	0	0	0	0	0	0	0	0	0
IGHD5-18	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-17	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3-16	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2-15	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1-14	0	0	0	0	0	0	0	0	0	0	0	0
IGHD6-13	0	0	0	0	0	0	0	0	0	0	0	0
IGHD5-12	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-11	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3-10	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3-9	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2-8	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1-7	0	0	0	0	0	0	0	0	0	0	0	0
IGHD6-6	0	0	0	0	0	0	0	0	0	0	0	0
IGHD5-5	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-4	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3-3	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2-2	0	0	0	0	0	0	0	0	0	0	0	0
FAM30A	11	35	21	101	7	16	21	19	24	156	0	0
IGHD1-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV6-1	0	2	0	789	0	5	45	103	1	1076	0	0
IGHVII-1-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-2	0	17	0	3953	2	81	0	0	53	3313	0	0
IGHVIII-2-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-3	0	263	18	4402	23	28	3	9	6	2060	0	0
IGHV4-4	0	1	0	525	0	2	0	0	0	2954	0	0
IGHV7-4-1	0	1	0	880	0	8	0	0	0	3316	0	0
IGHV2-5	0	19	1	3531	0	0	5576	103	0	426	0	0
IGHVIII-5-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-5-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-6	0	0	0	2	0	0	0	0	0	0	0	0
IGHV3-7	0	15	31	1838	0	18	0	0	0	18018	0	0
IGHV3-64D	0	3	0	3	0	0	0	0	0	135	0	0
IGHV5-10-1	0	0	0	0	0	0	3095	2679	0	7407	0	0
IGHV3-11	0	70	0	623	0	0	0	0	1	8650	0	0
IGHVIII-11-1	0	0	0	0	0	0	0	0	0	2	0	0
IGHV1-12	0	1	0	0	0	2	0	0	1	1	0	0
IGHV3-13	0	0	0	174	0	3	0	0	0	4419	0	0
IGHVIII-13-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-14	0	2	0	20	0	0	0	0	0	59	0	0
IGHV3-15	0	0	0	86	1	0	0	0	10	297	0	0
IGHVII-15-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-16	0	0	0	8	0	0	0	0	0	4	0	0
IGHVIII-16-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-17	0	1	2	2	1	3	0	0	0	0	0	0
IGHV1-18	0	0	10	2879	1	1240	0	0	9	2595	0	0
IGHV3-19	0	0	0	0	0	0	0	0	0	0	0	0
AC247036.1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-20	0	7	0	434	0	0	0	0	47	2186	0	0
IGHV3-21	0	16	0	2086	0	1	0	12	1	2946	0	0
IGHV3-22	0	0	0	29	0	0	0	0	0	17	0	0
IGHVII-22-1	0	0	0	0	0	0	0	0	0	2	0	0
IGHVIII-22-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-23	5	30	39	10949	15	28	0	7	7	1992	0	0
IGHV1-24	0	1	0	4392	0	1	0	2	0	4511	0	0
LINC00226	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-25	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-25-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV2-26	0	0	0	0	0	0	0	0	0	35	0	0
IGHVIII-26-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-26-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV7-27	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4-28	0	5	0	21	0	1	0	0	0	1031	0	0
IGHVII-28-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-32	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-30	0	2	18	23104	10	1	2190	0	5	28658	0	0
IGHVII-30-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-30-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4-31	0	76	0	616	0	0	0	0	0	1388	0	0
IGHVII-30-21	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-29	1	0	0	1	0	0	0	0	0	0	0	0
IGHV3-33	0	4	0	2010	9	7	0	13	0	1177	0	0
IGHVII-33-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-33-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4-34	0	67	45	2748	0	3462	0	464	53	437354	1	0
IGHV7-34-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-35	0	1	0	97	0	0	0	0	0	1	0	0
IGHV3-36	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-37	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-38	0	0	0	53	0	1	0	0	0	0	0	0
IGHVIII-38-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4-39	0	1687	2	18865	1	12	15	10	5	8955	0	0
IGHV7-40	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-40-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-41	0	0	0	17	0	0	0	1	0	108	0	0
IGHV3-42	0	0	0	0	0	0	0	0	1	0	0	0
IGHV3-43	0	19	3	1315	0	3	0	0	1	1374	0	0
IGHVII-43-1	0	1	0	0	0	0	0	0	0	0	0	0
IGHVIII-44	0	0	0	0	0	0	0	0	0	0	0	0
AC244452.3	0	0	0	0	0	0	0	0	0	0	0	0
LINC00221	14	0	0	0	0	0	0	0	0	1	0	0
IGHVIV-44-1	0	0	0	0	0	1	0	0	0	0	0	0
IGHVII-44-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-45	0	0	0	766	0	0	0	0	0	1	0	0
IGHV1-46	0	1	28	2995	1	24	0	1829	0	8469	0	0
IGHVII-46-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-47	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-47-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-48	0	9	2	366	2	0	0	0	0	551	0	0
IGHV3-49	0	0	0	157	0	0	0	0	0	1373	0	0
IGHVII-49-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-50	0	0	0	0	0	0	0	0	0	0	0	0
IGHV5-51	0	1	0	42	0	2	0	0	1	13599	0	0
IGHVIII-51-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-51-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-52	0	0	0	1	0	0	0	0	0	1	0	0
IGHV3-53	0	0	1	1464	0	0	0	1	0	1561	0	0
IGHVII-53-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-54	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4-55	0	12	0	103	0	0	0	9	0	22	0	0
IGHV7-56	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-57	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-58	0	0	0	1396	0	0	0	0	0	0	0	0
IGHV4-59	0	47	3	9730	14	97	0	1502	0	37	0	0
IGHV3-60	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-60-1	0	0	0	0	0	0	0	1	0	0	0	0
IGHV4-61	0	50	0	15	0	13	0	31	0	1256	0	0
IGHV3-62	0	0	0	0	0	0	0	0	0	75	0	0
IGHVII-62-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-63	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-64	0	2	0	605	0	41	3	2	0	48	0	0
IGHV3-65	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-65-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-66	0	2	1	4352	0	1	0	0	0	1151	0	0
IGHV1-67	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-67-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-3	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-4	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-68	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-69	0	1	23	234	0	0	0	0	0	14	0	0
IGHV2-70D	0	0	0	63	0	0	15	10	0	0	0	0
IGHV3-69-1	0	1	0	266	0	0	0	0	0	45	0	0
IGHV1-69-2	0	0	0	3	0	0	0	0	0	7	0	0
IGHV1-69D	0	14	863	197	0	6	0	0	1	4783	0	0
IGHV2-70	0	0	0	3098	0	0	0	3282	0	930	0	0
IGHV3-71	0	0	0	28	0	0	0	2	0	172	0	0
IGHV3-72	0	0	5	117	0	2	0	16	0	1230	0	0
IGHV3-73	0	0	1	221	0	0	0	1178	0	87	0	0
IGHV3-74	0	2	1	4776	0	2	0	1406	0	5626	0	0
IGHVII-74-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-75	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-76	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-76-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV5-78	0	20	12	21	1	4	1	8	0	13	0	0
IGHVII-78-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-79	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4-80	0	0	0	0	0	0	1	0	0	1	0	0
IGHV7-81	0	1	0	1	0	4	0	0	0	0	0	0
IGHVIII-82	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1OR15-9	0	0	0	0	0	0	0	0	0	21	0	0
IGHV1OR15-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR15-7	0	0	0	39	0	0	0	0	0	0	0	0
IGHD5OR15-5A	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4OR15-4A	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3OR15-3A	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2OR15-2A	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1OR15-1A	0	0	0	0	0	0	0	0	0	0	0	0
AC087386.1	2	2	9	7	0	3	0	2	0	0	0	0
AC026495.1	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L6	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1OR15-6	0	0	0	0	0	0	0	0	0	0	0	0
AC023310.4	1	1	0	1	0	0	0	0	0	0	0	0
AC012414.5	20	4	16	6	0	2	1	1	1	2	5	3
AC012414.3	0	0	0	0	0	0	0	0	0	0	0	0
AC012414.4	0	0	0	0	0	0	0	0	0	0	0	0
POTEB2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01193	0	0	0	0	0	0	1	1	0	0	0	0
IGHD5OR15-5B	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4OR15-4B	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3OR15-3B	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2OR15-2B	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1OR15-1B	0	0	0	0	0	0	0	0	0	0	0	0
AC126335.1	0	1	5	0	0	2	1	0	0	2	0	0
AC068446.2	19	4	9	13	1	4	1	1	2	1	9	10
AC060814.5	0	0	0	0	0	0	0	0	0	0	0	0
AC060814.4	0	0	0	0	0	0	0	0	0	0	0	0
AC060814.3	0	1	3	1	0	3	0	0	0	0	0	2
POTEB3	0	0	0	0	0	0	0	0	0	0	0	0
LINC02203	0	0	0	0	0	0	0	0	0	0	0	0
LINC02203.1	0	0	0	0	0	0	0	0	0	0	0	0
AC135068.1	0	0	0	0	0	0	0	0	0	0	0	0
AC135068.3	0	0	0	0	0	0	0	0	0	0	0	0
AC135068.7	0	0	0	0	0	0	0	0	0	0	0	0
AC135068.8	0	0	0	0	0	0	0	0	0	0	0	0
AC135068.9	0	2	1	3	1	0	0	3	0	0	0	0
AC135068.2	0	0	0	0	0	0	0	0	0	12	0	0
AC134981.1	0	0	0	0	0	0	0	0	0	0	0	0
POTEB	0	0	0	0	0	0	0	0	0	0	0	0
AC134980.2	0	0	0	0	0	0	0	0	0	0	0	0
AC134980.3	0	0	0	0	0	0	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0	0	0	0	0	0	0
AC010760.1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1OR15-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1OR15-3	0	0	0	0	0	1	0	0	0	0	0	0
IGHV4OR15-8	0	0	0	0	0	0	0	0	0	125	0	0
IGHV1OR15-4	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L22	0	1	0	2	0	2	0	0	0	3	0	0
NIPA1	102	248	240	539	22	260	30	93	36	121	107	83
NIPA2	1109	2335	2289	6570	105	2120	167	1021	447	876	1181	595
CYFIP1	1887	2230	2186	9053	104	2733	448	1135	401	624	1459	891
TUBGCP5	263	326	300	301	8	129	22	83	32	110	192	135
GOLGA6L1	1	0	0	0	0	0	0	0	0	1	0	0
GOLGA8S	4	4	6	3	0	8	1	1	0	0	0	0
GOLGA6L2	0	1	0	0	0	0	0	0	0	0	0	0
MKRN3	3	3	6	27	0	2	1	3	0	3	0	0
AC126407.1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEL2	0	0	0	0	0	0	0	0	0	0	0	0
NDN	62	188	124	82	9	74	11	101	39	16	75	43
AC021439.1	0	0	0	0	0	0	0	0	0	0	0	0
PWRN4	0	0	0	0	0	0	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0	0	0	0	1	0	0
AC087463.1	0	0	0	0	0	0	0	0	0	0	0	0
AC087463.4	0	0	0	0	0	0	0	0	0	0	0	0
AC087463.2	0	0	0	0	0	0	0	0	0	0	0	0
AC087463.3	0	0	0	0	0	0	0	0	0	0	0	0
PWRN3	0	0	0	0	0	0	0	0	0	0	0	0
PWRN1	0	0	0	0	0	0	0	0	0	0	0	0
NPAP1	0	0	0	0	0	0	0	0	1	1	0	0
SNRPN	902	1788	1314	822	137	391	129	477	352	525	1916	996
SNURF	19	154	122	61	9	16	5	27	25	49	40	34
AC124312.1	63	56	57	40	4	16	6	8	16	16	24	14
AC124312.2	0	0	0	0	0	0	0	0	0	0	0	0
PWAR6	103	45	45	27	3	26	9	11	12	22	64	59
AC124312.3	0	2	0	0	0	2	5	0	1	0	0	0
UBE3A	1458	3784	2986	9597	184	3641	369	1277	606	1280	1067	774
LINC02250	0	0	0	1	0	1	0	0	0	0	0	0
ATP10A	1102	1226	1423	2166	51	1003	71	323	180	150	2166	1092
AC016266.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02346	4	0	7	0	0	0	0	0	0	0	6	2
AC100836.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00929	0	0	1	0	0	0	0	0	0	0	0	0
LINC02248	0	0	0	0	0	0	0	0	0	0	0	0
GABRB3	0	11	20	12	0	31	11	14	8	5	2	2
AC011196.1	0	0	0	0	0	0	0	0	0	0	0	0
GABRA5	0	0	0	0	0	0	0	1	0	0	0	0
GABRG3	0	0	0	1	0	1	0	0	1	0	0	0
GABRG3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
AC104002.1	0	0	0	0	0	0	0	0	0	0	0	0
AC104002.3	0	0	0	0	0	0	0	0	0	0	0	0
AC021979.1	0	0	0	0	0	0	0	0	0	0	0	0
AC021979.2	0	0	0	0	0	0	0	0	1	0	0	0
OCA2	0	2	0	5	0	6	5	19	22	3	0	0
AC090696.1	0	0	0	0	0	0	0	0	0	0	0	0
HERC2	630	1870	1710	2179	97	995	205	553	296	724	784	397
GOLGA8F	0	0	0	2	0	0	0	0	0	0	0	0
GOLGA8G	0	0	0	4	0	0	0	0	0	1	0	0
GOLGA8M	2	3	6	4	0	2	0	0	0	0	2	2
AC055876.5	9	0	2	2	0	0	0	0	0	0	0	4
GOLGA6L7	6	0	2	2	0	0	0	0	4	0	0	0
APBA2	20	154	133	193	17	31	11	24	59	56	10	0
AC127522.1	0	0	0	0	0	0	0	0	0	0	0	0
FAM189A1	0	0	1	0	0	0	0	1	0	1	0	0
NSMCE3	687	835	881	1511	63	722	115	328	275	353	578	248
AC102941.1	0	0	0	0	0	0	0	0	0	0	0	0
AC022613.1	0	4	3	7	0	3	2	60	6	6	0	0
TJP1	59	244	253	659	17	198	228	745	343	663	138	93
AC022613.2	2	2	1	3	0	4	5	6	26	4	0	1
AC111152.2	0	1	1	1	0	1	0	1	0	0	0	0
GOLGA8J	0	4	0	2	0	0	0	0	0	0	0	0
GOLGA8T	0	0	0	0	0	0	0	0	0	0	0	0
AC120045.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02249	0	0	1	3	0	0	0	1	0	0	0	0
CHRFAM7A	20	357	197	212	8	127	14	63	26	21	10	15
GOLGA8R	89	17	25	23	0	13	3	2	1	2	28	14
AC026150.1	6	8	8	4	1	4	0	1	1	0	3	0
GOLGA8Q	23	9	16	24	2	29	4	1	2	2	20	12
GOLGA8H	5	3	14	10	0	8	2	2	4	0	0	3
AC026150.3	4	0	3	1	0	0	1	2	0	1	2	1
AC091057.3	55	130	98	131	4	90	11	29	19	14	15	16
AC091057.2	11	79	63	61	5	21	3	6	6	15	3	6
ARHGAP11B	48	25	26	101	2	30	5	11	4	27	47	11
AC091057.6	25	115	95	187	8	42	6	18	14	111	37	9
AC091057.4	12	10	9	23	1	3	3	2	3	12	11	1
FAN1	155	366	358	247	17	118	31	106	37	108	158	105
MTMR10	704	725	727	1554	27	696	73	242	132	159	413	224
TRPM1	3	10	11	2	0	1	0	1	1	0	6	2
AC009562.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02352	65	80	71	89	0	35	22	8	8	19	100	104
AC012236.1	0	8	1	372	0	17	33	30	1	700	0	0
KLF13	832	1563	1287	3748	92	1592	147	528	342	1671	977	508
OTUD7A	24	47	46	40	5	13	3	5	9	17	12	4
CHRNA7	4	16	7	31	1	18	8	22	4	3	0	2
AC139426.2	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8K	0	2	1	1	0	0	1	1	0	0	0	1
GOLGA8O	0	0	0	1	0	0	1	0	0	0	0	0
LINC02256	288	2223	1619	1466	67	709	155	223	108	80	510	312
AC123768.4	44	8	12	12	1	8	3	3	3	2	17	14
AC123768.3	14	73	67	55	2	14	7	8	5	15	16	11
GOLGA8N	161	140	100	152	3	108	11	33	12	5	97	70
AC123768.2	2	14	15	31	0	4	1	10	7	6	13	0
ARHGAP11A	90	209	155	719	17	121	12	41	26	497	91	35
SCG5	0	6	3	140	0	22	5	24	3	55	0	0
AC123768.1	0	0	0	0	0	0	0	0	0	0	0	0
AC090877.2	0	1	7	8	0	2	0	0	1	2	0	0
GREM1	0	1	2	98	1	10	16	6	9	23	1	0
FMN1	93	457	411	2468	12	1015	203	334	355	142	38	45
AC055874.1	0	0	0	0	0	0	0	0	0	0	0	0
RYR3	1	10	37	3	1	3	2	24	1	2	4	2
AC010809.3	1	1	0	2	0	1	0	0	0	3	1	0
AC010809.2	17	9	6	15	0	7	0	5	2	12	10	8
AC010809.1	3	1	1	5	0	2	3	3	2	3	3	2
AVEN	108	96	93	333	7	145	7	88	39	213	99	23
CHRM5	3	0	1	1	0	1	0	0	0	1	0	0
EMC7	2491	5426	6678	9623	303	4364	410	1455	1377	2598	4302	2049
PGBD4	62	75	63	132	2	77	9	19	10	45	40	29
KATNBL1	1112	1928	1754	4051	83	1279	545	808	442	679	923	513
EMC4	1364	5446	5112	8261	214	2556	328	1689	999	2098	2835	1413
SLC12A6	2175	1248	1351	2849	59	1417	228	450	172	479	1830	1125
AC079203.2	1	0	0	2	0	0	0	0	0	0	0	0
